"date","state","party","amt"
"2020-03-09","PA","D",3659
"2020-03-09","PA","R",1594
"2020-03-09","RI","D",416
"2020-03-09","RI","R",300
"2020-03-09","SC","D",1207
"2020-03-09","SC","R",1047
"2020-03-09","SD","D",156
"2020-03-09","SD","R",309
"2020-03-09","TN","D",1604
"2020-03-09","TN","R",1349
"2020-03-09","TX","D",5645
"2020-03-09","TX","R",5193
"2020-03-09","UT","D",759
"2020-03-09","UT","R",576
"2020-03-09","VT","D",348
"2020-03-09","VT","R",300
"2020-03-09","VA","D",2956
"2020-03-09","VA","R",1353
"2020-03-09","DC","D",652
"2020-03-09","DC","R",300
"2020-03-09","WA","D",3327
"2020-03-09","WA","R",1236
"2020-03-09","WV","D",322
"2020-03-09","WV","R",429
"2020-03-09","WI","D",1471
"2020-03-09","WI","R",773
"2020-03-09","WY","D",121
"2020-03-09","WY","R",308
"2020-03-10","AL","D",587
"2020-03-10","AL","R",1497
"2020-03-10","AK","D",139
"2020-03-10","AK","R",439
"2020-03-10","AZ","D",1670
"2020-03-10","AZ","R",2108
"2020-03-10","AR","D",430
"2020-03-10","AR","R",849
"2020-03-10","CA","D",9326
"2020-03-10","CA","R",7119
"2020-03-10","CO","D",1650
"2020-03-10","CO","R",1493
"2020-03-10","CT","D",1080
"2020-03-10","CT","R",746
"2020-03-10","DE","D",272
"2020-03-10","DE","R",380
"2020-03-10","FL","D",8251
"2020-03-10","FL","R",6285
"2020-03-10","GA","D",1765
"2020-03-10","GA","R",2602
"2020-03-10","HI","D",223
"2020-03-10","HI","R",343
"2020-03-10","ID","D",328
"2020-03-10","ID","R",709
"2020-03-10","IL","D",5540
"2020-03-10","IL","R",2154
"2020-03-10","IN","D",1017
"2020-03-10","IN","R",1542
"2020-03-10","IA","D",575
"2020-03-10","IA","R",807
"2020-03-10","KS","D",534
"2020-03-10","KS","R",848
"2020-03-10","KY","D",659
"2020-03-10","KY","R",1069
"2020-03-10","LA","D",446
"2020-03-10","LA","R",1224
"2020-03-10","ME","D",436
"2020-03-10","ME","R",454
"2020-03-10","MD","D",1622
"2020-03-10","MD","R",1082
"2020-03-10","MA","D",2318
"2020-03-10","MA","R",1150
"2020-03-10","MI","D",9426
"2020-03-10","MI","R",2342
"2020-03-10","MN","D",1271
"2020-03-10","MN","R",1185
"2020-03-10","MS","D",3651
"2020-03-10","MS","R",846
"2020-03-10","MO","D",5760
"2020-03-10","MO","R",1637
"2020-03-10","MT","D",226
"2020-03-10","MT","R",508
"2020-03-10","NE","D",276
"2020-03-10","NE","R",613
"2020-03-10","NV","D",504
"2020-03-10","NV","R",975
"2020-03-10","NH","D",355
"2020-03-10","NH","R",525
"2020-03-10","NJ","D",1899
"2020-03-10","NJ","R",1572
"2020-03-10","NM","D",389
"2020-03-10","NM","R",606
"2020-03-10","NY","D",4957
"2020-03-10","NY","R",3003
"2020-03-10","NC","D",2025
"2020-03-10","NC","R",2334
"2020-03-10","ND","D",100
"2020-03-10","ND","R",388
"2020-03-10","OH","D",5165
"2020-03-10","OH","R",2602
"2020-03-10","OK","D",502
"2020-03-10","OK","R",1299
"2020-03-10","OR","D",1126
"2020-03-10","OR","R",1026
"2020-03-10","PA","D",2472
"2020-03-10","PA","R",2370
"2020-03-10","RI","D",287
"2020-03-10","RI","R",345
"2020-03-10","SC","D",830
"2020-03-10","SC","R",1501
"2020-03-10","SD","D",105
"2020-03-10","SD","R",384
"2020-03-10","TN","D",1141
"2020-03-10","TN","R",2051
"2020-03-10","TX","D",3754
"2020-03-10","TX","R",7337
"2020-03-10","UT","D",574
"2020-03-10","UT","R",818
"2020-03-10","VT","D",236
"2020-03-10","VT","R",300
"2020-03-10","VA","D",1973
"2020-03-10","VA","R",2072
"2020-03-10","DC","D",420
"2020-03-10","DC","R",300
"2020-03-10","WA","D",2241
"2020-03-10","WA","R",1828
"2020-03-10","WV","D",209
"2020-03-10","WV","R",589
"2020-03-10","WI","D",993
"2020-03-10","WI","R",1082
"2020-03-10","WY","D",100
"2020-03-10","WY","R",394
"2020-03-11","AL","D",812
"2020-03-11","AL","R",1133
"2020-03-11","AK","D",191
"2020-03-11","AK","R",369
"2020-03-11","AZ","D",2240
"2020-03-11","AZ","R",1541
"2020-03-11","AR","D",563
"2020-03-11","AR","R",706
"2020-03-11","CA","D",13102
"2020-03-11","CA","R",4966
"2020-03-11","CO","D",2277
"2020-03-11","CO","R",1070
"2020-03-11","CT","D",1618
"2020-03-11","CT","R",581
"2020-03-11","DE","D",413
"2020-03-11","DE","R",328
"2020-03-11","FL","D",10516
"2020-03-11","FL","R",4698
"2020-03-11","GA","D",2614
"2020-03-11","GA","R",1932
"2020-03-11","HI","D",323
"2020-03-11","HI","R",303
"2020-03-11","ID","D",439
"2020-03-11","ID","R",577
"2020-03-11","IL","D",6740
"2020-03-11","IL","R",1629
"2020-03-11","IN","D",1448
"2020-03-11","IN","R",1201
"2020-03-11","IA","D",814
"2020-03-11","IA","R",609
"2020-03-11","KS","D",686
"2020-03-11","KS","R",663
"2020-03-11","KY","D",932
"2020-03-11","KY","R",797
"2020-03-11","LA","D",612
"2020-03-11","LA","R",907
"2020-03-11","ME","D",607
"2020-03-11","ME","R",393
"2020-03-11","MD","D",2422
"2020-03-11","MD","R",810
"2020-03-11","MA","D",3517
"2020-03-11","MA","R",865
"2020-03-11","MI","D",3152
"2020-03-11","MI","R",1929
"2020-03-11","MN","D",1863
"2020-03-11","MN","R",874
"2020-03-11","MS","D",361
"2020-03-11","MS","R",679
"2020-03-11","MO","D",1555
"2020-03-11","MO","R",1323
"2020-03-11","MT","D",309
"2020-03-11","MT","R",423
"2020-03-11","NE","D",400
"2020-03-11","NE","R",476
"2020-03-11","NV","D",709
"2020-03-11","NV","R",691
"2020-03-11","NH","D",545
"2020-03-11","NH","R",406
"2020-03-11","NJ","D",2977
"2020-03-11","NJ","R",1124
"2020-03-11","NM","D",561
"2020-03-11","NM","R",485
"2020-03-11","NY","D",7677
"2020-03-11","NY","R",2249
"2020-03-11","NC","D",2912
"2020-03-11","NC","R",1662
"2020-03-11","ND","D",134
"2020-03-11","ND","R",329
"2020-03-11","OH","D",5958
"2020-03-11","OH","R",2005
"2020-03-11","OK","D",726
"2020-03-11","OK","R",1004
"2020-03-11","OR","D",1575
"2020-03-11","OR","R",795
"2020-03-11","PA","D",3784
"2020-03-11","PA","R",1809
"2020-03-11","RI","D",428
"2020-03-11","RI","R",300
"2020-03-11","SC","D",1181
"2020-03-11","SC","R",1072
"2020-03-11","SD","D",151
"2020-03-11","SD","R",323
"2020-03-11","TN","D",1570
"2020-03-11","TN","R",1511
"2020-03-11","TX","D",5482
"2020-03-11","TX","R",5443
"2020-03-11","UT","D",764
"2020-03-11","UT","R",632
"2020-03-11","VT","D",326
"2020-03-11","VT","R",300
"2020-03-11","VA","D",2952
"2020-03-11","VA","R",1534
"2020-03-11","DC","D",648
"2020-03-11","DC","R",300
"2020-03-11","WA","D",3477
"2020-03-11","WA","R",1446
"2020-03-11","WV","D",301
"2020-03-11","WV","R",472
"2020-03-11","WI","D",1421
"2020-03-11","WI","R",785
"2020-03-11","WY","D",119
"2020-03-11","WY","R",330
"2020-03-12","AL","D",793
"2020-03-12","AL","R",1008
"2020-03-12","AK","D",209
"2020-03-12","AK","R",426
"2020-03-12","AZ","D",2241
"2020-03-12","AZ","R",1337
"2020-03-12","AR","D",543
"2020-03-12","AR","R",679
"2020-03-12","CA","D",13115
"2020-03-12","CA","R",4215
"2020-03-12","CO","D",2347
"2020-03-12","CO","R",971
"2020-03-12","CT","D",1510
"2020-03-12","CT","R",560
"2020-03-12","DE","D",370
"2020-03-12","DE","R",400
"2020-03-12","FL","D",11627
"2020-03-12","FL","R",3964
"2020-03-12","GA","D",2468
"2020-03-12","GA","R",1613
"2020-03-12","HI","D",381
"2020-03-12","HI","R",400
"2020-03-12","ID","D",448
"2020-03-12","ID","R",564
"2020-03-12","IL","D",7214
"2020-03-12","IL","R",1382
"2020-03-12","IN","D",1396
"2020-03-12","IN","R",1079
"2020-03-12","IA","D",770
"2020-03-12","IA","R",591
"2020-03-12","KS","D",678
"2020-03-12","KS","R",642
"2020-03-12","KY","D",916
"2020-03-12","KY","R",823
"2020-03-12","LA","D",607
"2020-03-12","LA","R",864
"2020-03-12","ME","D",591
"2020-03-12","ME","R",444
"2020-03-12","MD","D",2304
"2020-03-12","MD","R",766
"2020-03-12","MA","D",3473
"2020-03-12","MA","R",827
"2020-03-12","MI","D",2774
"2020-03-12","MI","R",1597
"2020-03-12","MN","D",1740
"2020-03-12","MN","R",787
"2020-03-12","MS","D",338
"2020-03-12","MS","R",652
"2020-03-12","MO","D",1520
"2020-03-12","MO","R",1123
"2020-03-12","MT","D",303
"2020-03-12","MT","R",467
"2020-03-12","NE","D",401
"2020-03-12","NE","R",501
"2020-03-12","NV","D",734
"2020-03-12","NV","R",655
"2020-03-12","NH","D",523
"2020-03-12","NH","R",446
"2020-03-12","NJ","D",2873
"2020-03-12","NJ","R",1010
"2020-03-12","NM","D",603
"2020-03-12","NM","R",523
"2020-03-12","NY","D",7348
"2020-03-12","NY","R",1927
"2020-03-12","NC","D",2730
"2020-03-12","NC","R",1474
"2020-03-12","ND","D",133
"2020-03-12","ND","R",400
"2020-03-12","OH","D",5892
"2020-03-12","OH","R",1678
"2020-03-12","OK","D",660
"2020-03-12","OK","R",918
"2020-03-12","OR","D",1712
"2020-03-12","OR","R",751
"2020-03-12","PA","D",3498
"2020-03-12","PA","R",1531
"2020-03-12","RI","D",419
"2020-03-12","RI","R",400
"2020-03-12","SC","D",1105
"2020-03-12","SC","R",995
"2020-03-12","SD","D",158
"2020-03-12","SD","R",400
"2020-03-12","TN","D",1489
"2020-03-12","TN","R",1342
"2020-03-12","TX","D",5420
"2020-03-12","TX","R",4696
"2020-03-12","UT","D",823
"2020-03-12","UT","R",616
"2020-03-12","VT","D",329
"2020-03-12","VT","R",400
"2020-03-12","VA","D",2799
"2020-03-12","VA","R",1355
"2020-03-12","DC","D",621
"2020-03-12","DC","R",400
"2020-03-12","WA","D",3456
"2020-03-12","WA","R",1232
"2020-03-12","WV","D",287
"2020-03-12","WV","R",521
"2020-03-12","WI","D",1385
"2020-03-12","WI","R",722
"2020-03-12","WY","D",116
"2020-03-12","WY","R",400
"2020-03-13","AL","D",1150
"2020-03-13","AL","R",1094
"2020-03-13","AK","D",269
"2020-03-13","AK","R",374
"2020-03-13","AZ","D",3129
"2020-03-13","AZ","R",1470
"2020-03-13","AR","D",748
"2020-03-13","AR","R",672
"2020-03-13","CA","D",15265
"2020-03-13","CA","R",4609
"2020-03-13","CO","D",2882
"2020-03-13","CO","R",1088
"2020-03-13","CT","D",1834
"2020-03-13","CT","R",519
"2020-03-13","DE","D",453
"2020-03-13","DE","R",314
"2020-03-13","FL","D",23636
"2020-03-13","FL","R",4203
"2020-03-13","GA","D",3303
"2020-03-13","GA","R",1838
"2020-03-13","HI","D",431
"2020-03-13","HI","R",307
"2020-03-13","ID","D",554
"2020-03-13","ID","R",561
"2020-03-13","IL","D",7984
"2020-03-13","IL","R",1431
"2020-03-13","IN","D",1850
"2020-03-13","IN","R",1076
"2020-03-13","IA","D",952
"2020-03-13","IA","R",566
"2020-03-13","KS","D",896
"2020-03-13","KS","R",641
"2020-03-13","KY","D",1159
"2020-03-13","KY","R",790
"2020-03-13","LA","D",877
"2020-03-13","LA","R",910
"2020-03-13","ME","D",754
"2020-03-13","ME","R",373
"2020-03-13","MD","D",2715
"2020-03-13","MD","R",727
"2020-03-13","MA","D",4205
"2020-03-13","MA","R",769
"2020-03-13","MI","D",3544
"2020-03-13","MI","R",1677
"2020-03-13","MN","D",2111
"2020-03-13","MN","R",831
"2020-03-13","MS","D",478
"2020-03-13","MS","R",658
"2020-03-13","MO","D",1822
"2020-03-13","MO","R",1120
"2020-03-13","MT","D",386
"2020-03-13","MT","R",432
"2020-03-13","NE","D",545
"2020-03-13","NE","R",464
"2020-03-13","NV","D",879
"2020-03-13","NV","R",650
"2020-03-13","NH","D",694
"2020-03-13","NH","R",398
"2020-03-13","NJ","D",3489
"2020-03-13","NJ","R",1021
"2020-03-13","NM","D",734
"2020-03-13","NM","R",489
"2020-03-13","NY","D",9198
"2020-03-13","NY","R",1993
"2020-03-13","NC","D",3635
"2020-03-13","NC","R",1565
"2020-03-13","ND","D",175
"2020-03-13","ND","R",317
"2020-03-13","OH","D",6709
"2020-03-13","OH","R",1718
"2020-03-13","OK","D",907
"2020-03-13","OK","R",946
"2020-03-13","OR","D",2098
"2020-03-13","OR","R",817
"2020-03-13","PA","D",4519
"2020-03-13","PA","R",1631
"2020-03-13","RI","D",530
"2020-03-13","RI","R",300
"2020-03-13","SC","D",1451
"2020-03-13","SC","R",984
"2020-03-13","SD","D",224
"2020-03-13","SD","R",319
"2020-03-13","TN","D",1930
"2020-03-13","TN","R",1392
"2020-03-13","TX","D",7501
"2020-03-13","TX","R",5414
"2020-03-13","UT","D",1022
"2020-03-13","UT","R",675
"2020-03-13","VT","D",396
"2020-03-13","VT","R",300
"2020-03-13","VA","D",3445
"2020-03-13","VA","R",1369
"2020-03-13","DC","D",728
"2020-03-13","DC","R",300
"2020-03-13","WA","D",3999
"2020-03-13","WA","R",1386
"2020-03-13","WV","D",416
"2020-03-13","WV","R",462
"2020-03-13","WI","D",1803
"2020-03-13","WI","R",741
"2020-03-13","WY","D",185
"2020-03-13","WY","R",333
"2020-03-14","AL","D",609
"2020-03-14","AL","R",1030
"2020-03-14","AK","D",154
"2020-03-14","AK","R",274
"2020-03-14","AZ","D",4590
"2020-03-14","AZ","R",1335
"2020-03-14","AR","D",403
"2020-03-14","AR","R",607
"2020-03-14","CA","D",11181
"2020-03-14","CA","R",4508
"2020-03-14","CO","D",1781
"2020-03-14","CO","R",969
"2020-03-14","CT","D",1173
"2020-03-14","CT","R",445
"2020-03-14","DE","D",294
"2020-03-14","DE","R",214
"2020-03-14","FL","D",38775
"2020-03-14","FL","R",4464
"2020-03-14","GA","D",1816
"2020-03-14","GA","R",1749
"2020-03-14","HI","D",284
"2020-03-14","HI","R",204
"2020-03-14","ID","D",343
"2020-03-14","ID","R",473
"2020-03-14","IL","D",7611
"2020-03-14","IL","R",1424
"2020-03-14","IN","D",1037
"2020-03-14","IN","R",1080
"2020-03-14","IA","D",588
"2020-03-14","IA","R",496
"2020-03-14","KS","D",547
"2020-03-14","KS","R",558
"2020-03-14","KY","D",716
"2020-03-14","KY","R",727
"2020-03-14","LA","D",456
"2020-03-14","LA","R",797
"2020-03-14","ME","D",487
"2020-03-14","ME","R",276
"2020-03-14","MD","D",1721
"2020-03-14","MD","R",649
"2020-03-14","MA","D",2621
"2020-03-14","MA","R",696
"2020-03-14","MI","D",2034
"2020-03-14","MI","R",1629
"2020-03-14","MN","D",1389
"2020-03-14","MN","R",756
"2020-03-14","MS","D",237
"2020-03-14","MS","R",564
"2020-03-14","MO","D",1106
"2020-03-14","MO","R",1104
"2020-03-14","MT","D",258
"2020-03-14","MT","R",338
"2020-03-14","NE","D",307
"2020-03-14","NE","R",380
"2020-03-14","NV","D",571
"2020-03-14","NV","R",565
"2020-03-14","NH","D",400
"2020-03-14","NH","R",303
"2020-03-14","NJ","D",2241
"2020-03-14","NJ","R",979
"2020-03-14","NM","D",479
"2020-03-14","NM","R",394
"2020-03-14","NY","D",5974
"2020-03-14","NY","R",2052
"2020-03-14","NC","D",2088
"2020-03-14","NC","R",1567
"2020-03-14","ND","D",100
"2020-03-14","ND","R",227
"2020-03-14","OH","D",5075
"2020-03-14","OH","R",1742
"2020-03-14","OK","D",500
"2020-03-14","OK","R",884
"2020-03-14","OR","D",1492
"2020-03-14","OR","R",723
"2020-03-14","PA","D",2792
"2020-03-14","PA","R",1629
"2020-03-14","RI","D",323
"2020-03-14","RI","R",200
"2020-03-14","SC","D",810
"2020-03-14","SC","R",953
"2020-03-14","SD","D",128
"2020-03-14","SD","R",230
"2020-03-14","TN","D",1080
"2020-03-14","TN","R",1394
"2020-03-14","TX","D",4140
"2020-03-14","TX","R",5417
"2020-03-14","UT","D",555
"2020-03-14","UT","R",575
"2020-03-14","VT","D",256
"2020-03-14","VT","R",200
"2020-03-14","VA","D",2133
"2020-03-14","VA","R",1325
"2020-03-14","DC","D",477
"2020-03-14","DC","R",200
"2020-03-14","WA","D",2701
"2020-03-14","WA","R",1308
"2020-03-14","WV","D",236
"2020-03-14","WV","R",382
"2020-03-14","WI","D",1117
"2020-03-14","WI","R",670
"2020-03-14","WY","D",100
"2020-03-14","WY","R",240
"2020-03-15","AL","D",960
"2020-03-15","AL","R",861
"2020-03-15","AK","D",233
"2020-03-15","AK","R",238
"2020-03-15","AZ","D",5925
"2020-03-15","AZ","R",1161
"2020-03-15","AR","D",629
"2020-03-15","AR","R",502
"2020-03-15","CA","D",17016
"2020-03-15","CA","R",3921
"2020-03-15","CO","D",2772
"2020-03-15","CO","R",820
"2020-03-15","CT","D",1788
"2020-03-15","CT","R",361
"2020-03-15","DE","D",453
"2020-03-15","DE","R",200
"2020-03-15","FL","D",21374
"2020-03-15","FL","R",3628
"2020-03-15","GA","D",3054
"2020-03-15","GA","R",1408
"2020-03-15","HI","D",409
"2020-03-15","HI","R",200
"2020-03-15","ID","D",521
"2020-03-15","ID","R",418
"2020-03-15","IL","D",11920
"2020-03-15","IL","R",1222
"2020-03-15","IN","D",1613
"2020-03-15","IN","R",874
"2020-03-15","IA","D",885
"2020-03-15","IA","R",434
"2020-03-15","KS","D",793
"2020-03-15","KS","R",479
"2020-03-15","KY","D",1110
"2020-03-15","KY","R",616
"2020-03-15","LA","D",759
"2020-03-15","LA","R",662
"2020-03-15","ME","D",719
"2020-03-15","ME","R",237
"2020-03-15","MD","D",2679
"2020-03-15","MD","R",530
"2020-03-15","MA","D",4077
"2020-03-15","MA","R",570
"2020-03-15","MI","D",3078
"2020-03-15","MI","R",1259
"2020-03-15","MN","D",2157
"2020-03-15","MN","R",641
"2020-03-15","MS","D",398
"2020-03-15","MS","R",491
"2020-03-15","MO","D",1680
"2020-03-15","MO","R",897
"2020-03-15","MT","D",381
"2020-03-15","MT","R",322
"2020-03-15","NE","D",456
"2020-03-15","NE","R",336
"2020-03-15","NV","D",861
"2020-03-15","NV","R",509
"2020-03-15","NH","D",630
"2020-03-15","NH","R",253
"2020-03-15","NJ","D",3631
"2020-03-15","NJ","R",798
"2020-03-15","NM","D",680
"2020-03-15","NM","R",354
"2020-03-15","NY","D",9508
"2020-03-15","NY","R",1698
"2020-03-15","NC","D",3341
"2020-03-15","NC","R",1323
"2020-03-15","ND","D",144
"2020-03-15","ND","R",201
"2020-03-15","OH","D",10092
"2020-03-15","OH","R",1460
"2020-03-15","OK","D",783
"2020-03-15","OK","R",756
"2020-03-15","OR","D",2087
"2020-03-15","OR","R",625
"2020-03-15","PA","D",4335
"2020-03-15","PA","R",1303
"2020-03-15","RI","D",528
"2020-03-15","RI","R",200
"2020-03-15","SC","D",1324
"2020-03-15","SC","R",791
"2020-03-15","SD","D",172
"2020-03-15","SD","R",200
"2020-03-15","TN","D",1699
"2020-03-15","TN","R",1123
"2020-03-15","TX","D",6632
"2020-03-15","TX","R",4389
"2020-03-15","UT","D",848
"2020-03-15","UT","R",515
"2020-03-15","VT","D",434
"2020-03-15","VT","R",200
"2020-03-15","VA","D",3370
"2020-03-15","VA","R",1047
"2020-03-15","DC","D",784
"2020-03-15","DC","R",200
"2020-03-15","WA","D",3826
"2020-03-15","WA","R",1100
"2020-03-15","WV","D",375
"2020-03-15","WV","R",324
"2020-03-15","WI","D",1692
"2020-03-15","WI","R",544
"2020-03-15","WY","D",150
"2020-03-15","WY","R",215
"2020-03-16","AL","D",942
"2020-03-16","AL","R",1135
"2020-03-16","AK","D",234
"2020-03-16","AK","R",264
"2020-03-16","AZ","D",7487
"2020-03-16","AZ","R",1488
"2020-03-16","AR","D",612
"2020-03-16","AR","R",694
"2020-03-16","CA","D",17921
"2020-03-16","CA","R",5172
"2020-03-16","CO","D",2852
"2020-03-16","CO","R",1007
"2020-03-16","CT","D",1945
"2020-03-16","CT","R",420
"2020-03-16","DE","D",456
"2020-03-16","DE","R",213
"2020-03-16","FL","D",22669
"2020-03-16","FL","R",4593
"2020-03-16","GA","D",3097
"2020-03-16","GA","R",1889
"2020-03-16","HI","D",414
"2020-03-16","HI","R",203
"2020-03-16","ID","D",506
"2020-03-16","ID","R",494
"2020-03-16","IL","D",11110
"2020-03-16","IL","R",1626
"2020-03-16","IN","D",1673
"2020-03-16","IN","R",1274
"2020-03-16","IA","D",916
"2020-03-16","IA","R",563
"2020-03-16","KS","D",800
"2020-03-16","KS","R",597
"2020-03-16","KY","D",1132
"2020-03-16","KY","R",924
"2020-03-16","LA","D",800
"2020-03-16","LA","R",918
"2020-03-16","ME","D",728
"2020-03-16","ME","R",288
"2020-03-16","MD","D",2780
"2020-03-16","MD","R",691
"2020-03-16","MA","D",4351
"2020-03-16","MA","R",746
"2020-03-16","MI","D",3142
"2020-03-16","MI","R",1717
"2020-03-16","MN","D",2160
"2020-03-16","MN","R",813
"2020-03-16","MS","D",394
"2020-03-16","MS","R",650
"2020-03-16","MO","D",1651
"2020-03-16","MO","R",1233
"2020-03-16","MT","D",380
"2020-03-16","MT","R",345
"2020-03-16","NE","D",458
"2020-03-16","NE","R",394
"2020-03-16","NV","D",932
"2020-03-16","NV","R",613
"2020-03-16","NH","D",664
"2020-03-16","NH","R",290
"2020-03-16","NJ","D",3785
"2020-03-16","NJ","R",1022
"2020-03-16","NM","D",679
"2020-03-16","NM","R",393
"2020-03-16","NY","D",9975
"2020-03-16","NY","R",2158
"2020-03-16","NC","D",3288
"2020-03-16","NC","R",1730
"2020-03-16","ND","D",142
"2020-03-16","ND","R",238
"2020-03-16","OH","D",7170
"2020-03-16","OH","R",2143
"2020-03-16","OK","D",844
"2020-03-16","OK","R",1060
"2020-03-16","OR","D",2094
"2020-03-16","OR","R",780
"2020-03-16","PA","D",4427
"2020-03-16","PA","R",1799
"2020-03-16","RI","D",542
"2020-03-16","RI","R",200
"2020-03-16","SC","D",1330
"2020-03-16","SC","R",1089
"2020-03-16","SD","D",186
"2020-03-16","SD","R",235
"2020-03-16","TN","D",1685
"2020-03-16","TN","R",1552
"2020-03-16","TX","D",6792
"2020-03-16","TX","R",5633
"2020-03-16","UT","D",857
"2020-03-16","UT","R",605
"2020-03-16","VT","D",408
"2020-03-16","VT","R",200
"2020-03-16","VA","D",3339
"2020-03-16","VA","R",1371
"2020-03-16","DC","D",829
"2020-03-16","DC","R",200
"2020-03-16","WA","D",3890
"2020-03-16","WA","R",1379
"2020-03-16","WV","D",359
"2020-03-16","WV","R",437
"2020-03-16","WI","D",1687
"2020-03-16","WI","R",720
"2020-03-16","WY","D",152
"2020-03-16","WY","R",252
"2020-03-17","AL","D",789
"2020-03-17","AL","R",1098
"2020-03-17","AK","D",211
"2020-03-17","AK","R",262
"2020-03-17","AZ","D",4164
"2020-03-17","AZ","R",1369
"2020-03-17","AR","D",513
"2020-03-17","AR","R",686
"2020-03-17","CA","D",15651
"2020-03-17","CA","R",4548
"2020-03-17","CO","D",2571
"2020-03-17","CO","R",1010
"2020-03-17","CT","D",1704
"2020-03-17","CT","R",450
"2020-03-17","DE","D",407
"2020-03-17","DE","R",214
"2020-03-17","FL","D",18031
"2020-03-17","FL","R",4000
"2020-03-17","GA","D",2676
"2020-03-17","GA","R",1753
"2020-03-17","HI","D",378
"2020-03-17","HI","R",200
"2020-03-17","ID","D",446
"2020-03-17","ID","R",481
"2020-03-17","IL","D",10174
"2020-03-17","IL","R",1575
"2020-03-17","IN","D",1366
"2020-03-17","IN","R",1193
"2020-03-17","IA","D",766
"2020-03-17","IA","R",573
"2020-03-17","KS","D",701
"2020-03-17","KS","R",611
"2020-03-17","KY","D",948
"2020-03-17","KY","R",920
"2020-03-17","LA","D",699
"2020-03-17","LA","R",884
"2020-03-17","ME","D",647
"2020-03-17","ME","R",333
"2020-03-17","MD","D",2409
"2020-03-17","MD","R",617
"2020-03-17","MA","D",3888
"2020-03-17","MA","R",741
"2020-03-17","MI","D",2619
"2020-03-17","MI","R",1700
"2020-03-17","MN","D",1823
"2020-03-17","MN","R",815
"2020-03-17","MS","D",347
"2020-03-17","MS","R",642
"2020-03-17","MO","D",1398
"2020-03-17","MO","R",1221
"2020-03-17","MT","D",310
"2020-03-17","MT","R",330
"2020-03-17","NE","D",404
"2020-03-17","NE","R",411
"2020-03-17","NV","D",813
"2020-03-17","NV","R",537
"2020-03-17","NH","D",566
"2020-03-17","NH","R",302
"2020-03-17","NJ","D",3268
"2020-03-17","NJ","R",952
"2020-03-17","NM","D",577
